year_lunar_st,year_lunar_ed,year_greg_st,year_greg_ed,event_code,mainCategory,subCategory,vocabularyCode,magnitude,timeDuration,place_provin,place_EN,place_longit,place_latitu
1589,1589,1589,1589,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.370599,31.423776,
1589,1589,1589,1589,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.263248,32.034773,
1589,1589,1589,1589,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.263248,32.034773,
1589,1589,1589,1589,340100309,34,01,003,0,9,江蘇省,Jiangsu,120.054135,33.30777,
1593,1593,1593,1593,340100029,34,01,000,2,9,江蘇省,Jiangsu,117.205594,34.271614,
1594,1594,1594,1594,340130029,34,01,300,2,9,江蘇省,Jiangsu,116.603152,34.690638,
1594,1594,1594,1594,340100009,34,01,000,0,9,江蘇省,Jiangsu,116.897453,34.699891,
1603,1603,1603,1603,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.903954,32.513149,
1603,1603,1603,1603,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.280564,33.503341,
1603,1603,1603,1603,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.553937,32.784224,
1603,1603,1603,1603,340130029,34,01,300,2,9,江蘇省,Jiangsu,116.897453,34.699891,
1603,1603,1603,1603,340100009,34,01,000,0,9,江蘇省,Jiangsu,116.897453,34.699891,
1604,1604,1604,1604,340130029,34,01,300,2,9,江蘇省,Jiangsu,116.897453,34.699891,
1609,1609,1609,1609,340130029,34,01,300,2,9,江蘇省,Jiangsu,121.127022,31.551683,
1612,1612,1612,1612,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.397516,31.224485,
1612,1612,1612,1612,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.397516,31.224485,
1612,1612,1612,1612,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.95298,31.323023,
1615,1615,1615,1615,340100009,34,01,000,0,9,江蘇省,Jiangsu,118.845237,34.151675,
1616,1616,1616,1616,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.027584,34.888509,
1630,1630,1630,1630,340100089,34,01,000,8,9,江蘇省,Jiangsu,120.808317,31.655226,
1638,1638,1638,1638,340300109,34,03,001,0,9,江蘇省,Jiangsu,118.824123,32.118003,
1640,1640,1640,1640,340130029,34,01,300,2,9,江蘇省,Jiangsu,118.824123,32.118003,
1640,1640,1640,1640,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.461049,32.203049,
1640,1640,1640,1640,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.633618,31.95808,
1640,1640,1640,1640,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.19589,31.928152,
1640,1640,1640,1640,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.490634,32.831306,
1640,1640,1640,1640,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.568183,32.264155,
